name,n,zero_PE_1h_mean,zero_PE_1h_std,zero_PE_6h_mean,zero_PE_6h_std,zero_PE_12h_mean,zero_PE_12h_std,zero_PE_pers_1h_mean,zero_PE_pers_1h_std,zero_PE_st_6h_mean,zero_PE_st_6h_std,ft_PE_1h_mean,ft_PE_1h_std,ft_PE_6h_mean,ft_PE_6h_std,ft_PE_12h_mean,ft_PE_12h_std,ft_PE_pers_1h_mean,ft_PE_pers_1h_std,ft_PE_st_6h_mean,ft_PE_st_6h_std,gain_PE_6h_mean,gain_PE_6h_std,gain_PE_12h_mean,gain_PE_12h_std,paired_t_PE_6h,paired_p_PE_6h,paired_t_PE_12h,paired_p_PE_12h,paired_t_PE_1h,paired_p_PE_1h
storm_bz,15,0.9638466437657675,0.0008503117453906251,0.739634362856547,0.01996388915199368,0.567455244064331,0.03257857578004419,0.09998026688893637,0.021168142386866956,0.3374031742413839,0.146751470667509,0.9683850288391114,0.001217890607206723,0.8413180351257324,0.017247047300624388,0.7621338844299317,0.019992838539144,0.21296101411183674,0.03031877097963801,0.2849505623181661,0.25147540081963876,0.10168367226918539,0.018148573292720793,0.1946786403656006,0.027785528249949978,21.69973159475433,3.5493781552639493e-12,27.135965356340904,1.662296045427729e-13,15.540627056538467,3.1829541125425283e-10
transformer_matched,15,0.9335575699806213,0.01123557434505215,0.7969738284746806,0.01381813081057633,0.7350912968317668,0.02141083560031414,-0.6540513674418131,0.27970416487997285,0.5472514748573303,0.0797537027535489,0.9656564990679423,0.001774168978449088,0.8782261689503987,0.005798312977257667,0.8313944141070048,0.010063664648543698,0.14503560463587442,0.04416713745407196,0.6057109793027242,0.06456906093519908,0.08125234047571818,0.013561459514091942,0.09630311727523803,0.01903411675086772,23.204652948735543,1.4217087855017719e-12,19.595359967404498,1.41840634799211e-11,11.269337796774687,2.085896739925393e-08
